Year,Economy,Economy Label,TEU (Twenty foot Equivalent Unit),TEU (Twenty foot Equivalent Unit) Footnote
2017,116,"Cambodia",644500,
2017,120,"Cameroon",387000,
2017,124,"Canada",6377750,
2017,136,"Cayman Islands",61940,
2017,144,"Sri Lanka",6200000,
2017,152,"Chile",4407772,
2017,156,"China",222155820,
2017,158,"China, Taiwan Province of",14911000,
2017,170,"Colombia",3956466,
2017,178,"Congo",579000,
2017,188,"Costa Rica",1489210,
2017,191,"Croatia",240030,
2017,196,"Cyprus",393100,
2017,208,"Denmark",812800,
2017,212,"Dominica",7425,
2017,214,"Dominican Republic",1842616,"Revised more than 20% in relation to the version published in 2020."
2017,218,"Ecuador",1990094,
2017,222,"El Salvador",209903,
2017,233,"Estonia",215500,
2017,246,"Finland",1632000,
2017,251,"France",5861000,
2017,262,"Djibouti",928000,
2017,268,"Georgia",285000,
2017,276,"Germany",19718533,
2017,288,"Ghana",1009400,
2017,300,"Greece",4546200,
2017,308,"Grenada",21914,
2017,320,"Guatemala",1389751,
2017,328,"Guyana",57663,
2017,332,"Haiti",177141,
2017,340,"Honduras",831555,
2017,344,"China, Hong Kong SAR",20760000,
2017,352,"Iceland",350348,
2017,356,"India",15429000,
2017,360,"Indonesia",12829600,
2017,364,"Iran (Islamic Republic of)",3093400,
2017,372,"Ireland",960300,
2017,376,"Israel",2868000,
2017,380,"Italy",9894845,
2017,384,"Côte d'Ivoire",907600,
2017,388,"Jamaica",1560000,
2017,392,"Japan",21962500,
2017,400,"Jordan",796087,
2017,404,"Kenya",1190000,
2017,410,"Korea, Republic of",27415800,
2017,414,"Kuwait",964623.5,
2017,422,"Lebanon",1305000,
2017,428,"Latvia",449732,
2017,440,"Lithuania",472000,
2017,458,"Malaysia",23784100,
2017,470,"Malta",3154500,
2017,480,"Mauritius",379371,"Revised more than 20% in relation to the version published in 2020."
2017,484,"Mexico",6375338,
2017,500,"Montserrat",1358,"Revised more than 20% in relation to the version published in 2020."
2017,504,"Morocco",4510000,
2017,508,"Mozambique",400300,
2017,512,"Oman",4784712,
2017,516,"Namibia",185655,
2017,528,"Netherlands",13911000,
2017,531,"Curaçao",93921,
2017,534,"Sint Maarten (Dutch part)",98101,
2017,554,"New Zealand",3204100,
2017,558,"Nicaragua",171881,
2017,566,"Nigeria",1408000,
2017,579,"Norway",763100,
2017,586,"Pakistan",3275000,
2017,591,"Panama",6898246,
2017,600,"Paraguay",37584,"Revised more than 20% in relation to the version published in 2020."
2017,604,"Peru",2540960,
2017,608,"Philippines",8095420,
2017,616,"Poland",2385600,
2017,620,"Portugal",3177500,
2017,634,"Qatar",787280,
2017,642,"Romania",696400,
2017,643,"Russian Federation",4515300,
2017,659,"Saint Kitts and Nevis",13767,
2017,660,"Anguilla",6134,
2017,662,"Saint Lucia",28841,
2017,670,"Saint Vincent and the Grenadines",19191,
2017,682,"Saudi Arabia",8082000,
2017,702,"Singapore",33667000,
2017,704,"Viet Nam",9390935,"Revised more than 20% in relation to the version published in 2020."
2017,705,"Slovenia",919700,
2017,710,"South Africa",4563700,
2017,724,"Spain",15979051,
2017,729,"Sudan",487340,
2017,740,"Suriname",112318,
2017,752,"Sweden",1554000,
2017,757,"Switzerland, Liechtenstein",119231,
2017,764,"Thailand",9938000,
2017,768,"Togo",1193800,
2017,780,"Trinidad and Tobago",414657,
2017,784,"United Arab Emirates",19128300,
2017,788,"Tunisia",480500,
2017,792,"Turkey",10140996,
2017,804,"Ukraine",698500,
2017,818,"Egypt",6104100,
2017,834,"Tanzania, United Republic of",509800,
2017,842,"United States of America",52132844,
2017,858,"Uruguay",939427,
2017,862,"Venezuela (Bolivarian Rep. of)",821350,
2017,887,"Yemen",534693,
2017,926,"United Kingdom",10240000,
2018,0000,"World",792469944.654,
2018,012,"Algeria",1032000,
2018,032,"Argentina",2172990,
2018,036,"Australia",8569337,
2018,044,"Bahamas",1182836,
2018,048,"Bahrain",432432,
2018,050,"Bangladesh",2732900,
2018,052,"Barbados",100952,
2018,056,"Belgium",12686187,
2018,076,"Brazil",10030121,
2018,100,"Bulgaria",241800,
2018,104,"Myanmar",1043500,
2018,116,"Cambodia",742100,
2018,120,"Cameroon",360991.75,
2018,124,"Canada",6770381,
2018,136,"Cayman Islands",38772,"Revised more than 20% in relation to the version published in 2020."
2018,144,"Sri Lanka",7000000,
2018,152,"Chile",4661469,
2018,156,"China",233201600,
2018,158,"China, Taiwan Province of",15321600,
2018,170,"Colombia",4582712,
2018,178,"Congo",536750,
2018,188,"Costa Rica",1492791,
2018,191,"Croatia",264500,
2018,196,"Cyprus",416200,
2018,208,"Denmark",828900,
2018,212,"Dominica",7393,
2018,214,"Dominican Republic",1906487,"Revised more than 20% in relation to the version published in 2020."
2018,218,"Ecuador",2212486,
2018,222,"El Salvador",230989,
2018,233,"Estonia",222700,
2018,246,"Finland",1599990,
2018,251,"France",5963100,
2018,262,"Djibouti",859000,
2018,268,"Georgia",269250,
2018,276,"Germany",19706500,
2018,288,"Ghana",1063000,
2018,300,"Greece",5332000,
2018,308,"Grenada",23887,
2018,320,"Guatemala",1530596,
2018,328,"Guyana",58210,
2018,332,"Haiti",177010,
2018,340,"Honduras",813164,
2018,344,"China, Hong Kong SAR",19641000,
2018,352,"Iceland",352300,
2018,356,"India",16946200,
2018,360,"Indonesia",14060600,
2018,364,"Iran (Islamic Republic of)",2378600,
2018,372,"Ireland",999300,
2018,376,"Israel",2946000,
2018,380,"Italy",9922512,
2018,384,"Côte d'Ivoire",919000,
2018,388,"Jamaica",1833053,
2018,392,"Japan",22610460,
2018,400,"Jordan",815345,
2018,404,"Kenya",1328100,
2018,410,"Korea, Republic of",28867900,
2018,414,"Kuwait",954527.75,
2018,422,"Lebanon",1305800,
2018,428,"Latvia",472532,
2018,440,"Lithuania",750000,
2018,458,"Malaysia",24956000,
2018,470,"Malta",3314100,
2018,480,"Mauritius",451446,"Revised more than 20% in relation to the version published in 2020."
2018,484,"Mexico",6987820,
2018,500,"Montserrat",1839,
2018,504,"Morocco",4711200,
2018,508,"Mozambique",454300,
2018,512,"Oman",4223712,
2018,516,"Namibia",185000,
2018,528,"Netherlands",14696000,
2018,531,"Curaçao",96738,
2018,534,"Sint Maarten (Dutch part)",101100,"Revised more than 20% in relation to the version published in 2020."
2018,554,"New Zealand",3327900,
2018,558,"Nicaragua",169969,
2018,566,"Nigeria",1560000,
2018,579,"Norway",800802,
2018,586,"Pakistan",3460700,
2018,591,"Panama",7012413,
2018,600,"Paraguay",38007,"Revised more than 20% in relation to the version published in 2020."
2018,604,"Peru",2667974,
2018,608,"Philippines",8653720,
2018,616,"Poland",2834400,
2018,620,"Portugal",3191600,
2018,634,"Qatar",1342750,
2018,642,"Romania",668000,
2018,643,"Russian Federation",5059700,
2018,659,"Saint Kitts and Nevis",13491.5,
2018,660,"Anguilla",5944,
2018,662,"Saint Lucia",32500,
2018,670,"Saint Vincent and the Grenadines",19818,
2018,682,"Saudi Arabia",8683400,
2018,702,"Singapore",37388000,
2018,704,"Viet Nam",9905940,"Revised more than 20% in relation to the version published in 2020."
2018,705,"Slovenia",980200,
2018,710,"South Africa",4892400,
2018,724,"Spain",17154760,
2018,729,"Sudan",451712,
2018,740,"Suriname",110000,
2018,752,"Sweden",1595500,
2018,757,"Switzerland, Liechtenstein",119133,
2018,764,"Thailand",10243600,
2018,768,"Togo",1395700,
2018,780,"Trinidad and Tobago",358475,
2018,784,"United Arab Emirates",19054000,
2018,788,"Tunisia",493300,
2018,792,"Turkey",10997949,
2018,804,"Ukraine",1178000,
2018,818,"Egypt",6369600,
2018,834,"Tanzania, United Republic of",600100,
2018,842,"United States of America",54776341,
2018,858,"Uruguay",797874,
2018,862,"Venezuela (Bolivarian Rep. of)",592371,
2018,887,"Yemen",598999,
2018,926,"United Kingdom",10313000,
2019,0000,"World",807330323.537,
2019,012,"Algeria",688500,"Revised more than 20% in relation to the version published in 2020."
2019,032,"Argentina",1771628,
2019,036,"Australia",8798571,
2019,044,"Bahamas",1555803,
2019,048,"Bahrain",418973,
2019,050,"Bangladesh",2890407,
2019,052,"Barbados",98435,
2019,056,"Belgium",13831469,
2019,076,"Brazil",10413437,
2019,100,"Bulgaria",261900,
2019,104,"Myanmar",1121750,
2019,116,"Cambodia",779205,
2019,120,"Cameroon",397023.546,
2019,124,"Canada",6901600,
2019,136,"Cayman Islands",38869,"Revised more than 20% in relation to the version published in 2020."
2019,144,"Sri Lanka",7230000,
2019,152,"Chile",4496578,
2019,156,"China",242030000,
2019,158,"China, Taiwan Province of",15298300,
2019,170,"Colombia",4402574,
2019,178,"Congo",557875,
2019,188,"Costa Rica",1552590,
2019,191,"Croatia",331300,
2019,196,"Cyprus",389962,
2019,208,"Denmark",869600,
2019,212,"Dominica",7409,
2019,214,"Dominican Republic",1894225,"Revised more than 20% in relation to the version published in 2020."
2019,218,"Ecuador",2127042,
2019,222,"El Salvador",249472,
2019,233,"Estonia",239000,
2019,246,"Finland",1608638,
2019,251,"France",5871100,
2019,262,"Djibouti",932000,
2019,268,"Georgia",277125,
2019,276,"Germany",19596415,
2019,288,"Ghana",1100205,
2019,300,"Greece",5992400,
2019,308,"Grenada",12343,"Revised more than 20% in relation to the version published in 2020."
2019,320,"Guatemala",1521422,
2019,328,"Guyana",58543,
2019,332,"Haiti",177075.5,
2019,340,"Honduras",700063,
2019,344,"China, Hong Kong SAR",18360000,
2019,352,"Iceland",330292,
2019,356,"India",17053200,
2019,360,"Indonesia",14763630,
2019,364,"Iran (Islamic Republic of)",2012000,"Revised more than 20% in relation to the version published in 2020."
2019,372,"Ireland",1045000,
2019,376,"Israel",2917000,
2019,380,"Italy",10120001,
2019,384,"Côte d'Ivoire",918669,
2019,388,"Jamaica",1647609,
2019,392,"Japan",22276700,
2019,400,"Jordan",798200,
2019,404,"Kenya",1425000,
2019,410,"Korea, Republic of",28311770,
2019,414,"Kuwait",959575.625,
2019,422,"Lebanon",1229100,
2019,428,"Latvia",472132,
2019,440,"Lithuania",705000,
2019,458,"Malaysia",26859094,
2019,470,"Malta",2712800,
2019,480,"Mauritius",469011,
2019,484,"Mexico",7028903,
2019,500,"Montserrat",1950,
2019,504,"Morocco",6068803,
2019,508,"Mozambique",427300,
2019,512,"Oman",4904471,
2019,516,"Namibia",185327.5,
2019,528,"Netherlands",14986800,
2019,531,"Curaçao",76877,"Revised more than 20% in relation to the version published in 2020."
2019,534,"Sint Maarten (Dutch part)",105200,"Revised more than 20% in relation to the version published in 2020."
2019,554,"New Zealand",3229200,
2019,558,"Nicaragua",167798,
2019,566,"Nigeria",1484000,
2019,579,"Norway",811000,
2019,586,"Pakistan",3367850,
2019,591,"Panama",7346706,
2019,600,"Paraguay",37795.5,"Revised more than 20% in relation to the version published in 2020."
2019,604,"Peru",2634623,
2019,608,"Philippines",8818028,
2019,616,"Poland",3045903,
2019,620,"Portugal",2724700,
2019,634,"Qatar",1340000,
2019,642,"Romania",664695,
2019,643,"Russian Federation",4932154,
2019,659,"Saint Kitts and Nevis",13629.25,
2019,660,"Anguilla",6039,
2019,662,"Saint Lucia",39238,"Revised more than 20% in relation to the version published in 2020."
2019,670,"Saint Vincent and the Grenadines",20150,
2019,682,"Saudi Arabia",8905591,
2019,702,"Singapore",37195000,
2019,704,"Viet Nam",10860269,"Revised more than 20% in relation to the version published in 2020."
2019,705,"Slovenia",959000,
2019,710,"South Africa",4592200,
2019,724,"Spain",17372962,
2019,729,"Sudan",469526,
2019,740,"Suriname",109200,
2019,752,"Sweden",1630900,
2019,757,"Switzerland, Liechtenstein",121366,
2019,764,"Thailand",10755780,
2019,768,"Togo",1500611,
2019,780,"Trinidad and Tobago",446232,"Revised more than 20% in relation to the version published in 2020."
2019,784,"United Arab Emirates",19171000,
2019,788,"Tunisia",424115,
2019,792,"Turkey",11529433.25,
2019,804,"Ukraine",1007400,"Revised more than 20% in relation to the version published in 2020."
2019,818,"Egypt",6306865.638,
2019,834,"Tanzania, United Republic of",405775.254,
2019,842,"United States of America",55518878,
2019,858,"Uruguay",747100,
2019,862,"Venezuela (Bolivarian Rep. of)",179529,
2019,887,"Yemen",464923,
2019,926,"United Kingdom",10222500,
2020,0000,"World",798869193.422,
2020,012,"Algeria",724991,
2020,032,"Argentina",1990008,
2020,036,"Australia",8656995,
2020,044,"Bahamas",1400223,
2020,048,"Bahrain",454000,
2020,050,"Bangladesh",2587251,
2020,052,"Barbados",101388,
2020,056,"Belgium",14066604,
2020,076,"Brazil",10376571,
2020,100,"Bulgaria",252310,
2020,104,"Myanmar",1020793,
2020,116,"Cambodia",763621,
2020,120,"Cameroon",395872,
2020,124,"Canada",6196600,
2020,136,"Cayman Islands",38820.5,
2020,144,"Sri Lanka",6850000,
2020,152,"Chile",4192000,
2020,156,"China",245103781,
2020,158,"China, Taiwan Province of",14593600,
2020,170,"Colombia",4480900,
2020,178,"Congo",556579,
2020,188,"Costa Rica",1511600,
2020,191,"Croatia",347400,
2020,196,"Cyprus",364364,
2020,208,"Denmark",921513,
2020,212,"Dominica",7401,
2020,214,"Dominican Republic",1979465.125,
2020,218,"Ecuador",2190853,
2020,222,"El Salvador",228300,
2020,233,"Estonia",214000,
2020,246,"Finland",1532564,
2020,251,"France",5107857,
2020,262,"Djibouti",812569,
2020,268,"Georgia",260498,
2020,276,"Germany",18028702,
2020,288,"Ghana",1050696,
2020,300,"Greece",5756000,
2020,308,"Grenada",18115,
2020,320,"Guatemala",1475779,
2020,328,"Guyana",58376.5,
2020,332,"Haiti",177042.75,
2020,340,"Honduras",785056,
2020,344,"China, Hong Kong SAR",17969000,
2020,352,"Iceland",297263,
2020,356,"India",16285806,
2020,360,"Indonesia",14025449,
2020,364,"Iran (Islamic Republic of)",1853000,
2020,372,"Ireland",1041000,
2020,376,"Israel",2994000,
2020,380,"Italy",9800000,
2020,384,"Côte d'Ivoire",974872,
2020,388,"Jamaica",1611637,
2020,392,"Japan",21385632,
2020,400,"Jordan",857283,
2020,404,"Kenya",1311000,
2020,410,"Korea, Republic of",28425017.08,
2020,414,"Kuwait",863618,
2020,422,"Lebanon",772871,
2020,428,"Latvia",462000,
2020,440,"Lithuania",640000,
2020,458,"Malaysia",26663532.5,
2020,470,"Malta",2440000,
2020,480,"Mauritius",438078,
2020,484,"Mexico",6385629,
2020,500,"Montserrat",1894.5,
2020,504,"Morocco",6980958,
2020,508,"Mozambique",437128,
2020,512,"Oman",5141830,
2020,516,"Namibia",166795,
2020,528,"Netherlands",14522209,
2020,531,"Curaçao",76877,
2020,534,"Sint Maarten (Dutch part)",105200,
2020,554,"New Zealand",3174304,
2020,558,"Nicaragua",166612,
2020,566,"Nigeria",1528520,
2020,579,"Norway",808100,
2020,586,"Pakistan",3339186,
2020,591,"Panama",7734024,
2020,600,"Paraguay",37901.25,
2020,604,"Peru",2601411,
2020,608,"Philippines",7505487,
2020,616,"Poland",2904684,
2020,620,"Portugal",2800800,
2020,634,"Qatar",1410000,
2020,642,"Romania",643725,
2020,643,"Russian Federation",4871919,
2020,659,"Saint Kitts and Nevis",13560.375,
2020,660,"Anguilla",5991.5,
2020,662,"Saint Lucia",41200,
2020,670,"Saint Vincent and the Grenadines",21661,
2020,682,"Saudi Arabia",9394100,
2020,702,"Singapore",36870900,
2020,704,"Viet Nam",12422588,
2020,705,"Slovenia",945000,
2020,710,"South Africa",4029000,
2020,724,"Spain",17372500,
2020,729,"Sudan",493002.3,
2020,740,"Suriname",109600,
2020,752,"Sweden",1598282,
2020,757,"Switzerland, Liechtenstein",114075,
2020,764,"Thailand",10213904.815,
2020,768,"Togo",1725270,
2020,780,"Trinidad and Tobago",441264,
2020,784,"United Arab Emirates",19297684,
2020,788,"Tunisia",420098,
2020,792,"Turkey",11638523.75,
2020,804,"Ukraine",1035200,
2020,818,"Egypt",5928454,
2020,834,"Tanzania, United Republic of",363024,
2020,842,"United States of America",54963689,
2020,858,"Uruguay",761855,
2020,862,"Venezuela (Bolivarian Rep. of)",168757,
2020,887,"Yemen",423393,
2020,926,"United Kingdom",8692260,
