Quarter,Quarter Label,Economy,Economy Label,"Growth rate, year-on-year","Growth rate, year-on-year Footnote",Growth rate (over previous period),Growth rate (over previous period) Footnote,Index (Maximum Q1 2006=100),Index (Maximum Q1 2006=100) Footnote,Ranking per quarter,Ranking per quarter Footnote
2008Q02,"Q2 2008",056,"Belgium",6.18767,,1.75102,,78.30862,,6,
2008Q02,"Q2 2008",060,"Bermuda",-0.81466,,0,,1.61598,,164,
2008Q02,"Q2 2008",076,"Brazil",1.56528,,-3.56373,,33.81399,,26,
2008Q02,"Q2 2008",084,"Belize",52.5935,,0,,4.87121,,138,
2008Q02,"Q2 2008",090,"Solomon Islands",1.71762,,0.02476,,5.66872,,129,
2008Q02,"Q2 2008",092,"British Virgin Islands",-39.19501,,0,,2.48126,,159,
2008Q02,"Q2 2008",096,"Brunei Darussalam",15.38189,,0,,3.73439,,153,
2008Q02,"Q2 2008",100,"Bulgaria",-10.6352,,6.27706,,6.99219,,117,
2008Q02,"Q2 2008",104,"Myanmar",45.80119,,33.39652,,4.54837,,141,
2008Q02,"Q2 2008",116,"Cambodia",55.61351,,0.11877,,6.48243,,121,
2008Q02,"Q2 2008",120,"Cameroon",-2.65131,,0.42772,,14.33035,,69,
2008Q02,"Q2 2008",124,"Canada",15.048,,11.0124,,37.36014,,21,
2008Q02,"Q2 2008",132,"Cabo Verde",76.42393,,12.6264,,6.35282,,124,
2008Q02,"Q2 2008",136,"Cayman Islands",-23.65145,,0,,1.74303,,163,
2008Q02,"Q2 2008",144,"Sri Lanka",4.75515,,5.43899,,42.06239,,20,
2008Q02,"Q2 2008",152,"Chile",7.10063,,12.69383,,19.05212,,55,
2008Q02,"Q2 2008",156,"China",7.93247,,0.8448,,118.52566,,1,
2008Q02,"Q2 2008",158,"China, Taiwan Province of",2.84528,,3.01396,,59.40868,,13,
2008Q02,"Q2 2008",170,"Colombia",11.3717,,0.62077,,25.92807,,38,
2008Q02,"Q2 2008",174,"Comoros",-69.74267,,0,,1.50913,,166,
2008Q02,"Q2 2008",175,"Mayotte",-43.43561,,0,,2.48497,,158,
2008Q02,"Q2 2008",178,"Congo",14.81623,,2.42993,,13.63426,,75,
2008Q02,"Q2 2008",180,"Congo, Dem. Rep. of the",32.03644,,30.38598,,4.97126,,136,
2008Q02,"Q2 2008",184,"Cook Islands",125.14423,,,,1.44745,,167,
2008Q02,"Q2 2008",188,"Costa Rica",-7.30584,,0.73439,,16.79247,,65,
2008Q02,"Q2 2008",191,"Croatia",11.24017,,-4.72921,,14.16114,,71,
2008Q02,"Q2 2008",192,"Cuba",-6.57005,,-9.52632,,7.14508,,116,
2008Q02,"Q2 2008",196,"Cyprus",-16.3047,,-22.15832,,13.81735,,74,
2008Q02,"Q2 2008",204,"Benin",6.97049,,-0.40488,,11.96278,,84,
2008Q02,"Q2 2008",208,"Denmark",13.89296,,6.41033,,25.41506,,39,
2008Q02,"Q2 2008",212,"Dominica",-17.91155,,0,,3.8819,,148,
2008Q02,"Q2 2008",214,"Dominican Republic",2.44706,,-4.15102,,24.48485,,40,
2008Q02,"Q2 2008",218,"Ecuador",-1.14907,,6.12583,,15.40687,,67,
2008Q02,"Q2 2008",222,"El Salvador",3.36541,,1.10586,,8.49102,,107,
2008Q02,"Q2 2008",226,"Equatorial Guinea",-6.77041,,-4.54724,,4.97677,,135,
2008Q02,"Q2 2008",232,"Eritrea",-7.59267,,0,,2.7661,,155,
2008Q02,"Q2 2008",233,"Estonia",5.49318,,3.78121,,6.33592,,125,
2008Q02,"Q2 2008",234,"Faroe Islands",2.30662,,5.97146,,4.45614,,142,
2008Q02,"Q2 2008",242,"Fiji",14.62428,,2.9228,,12.03841,,83,
2008Q02,"Q2 2008",246,"Finland",1.18295,,3.67142,,13.5385,,76,
2008Q02,"Q2 2008",251,"France",2.02211,,-0.94491,,59.10142,,14,
2008Q02,"Q2 2008",254,"French Guiana",-17.49362,,-2.72795,,5.54193,,130,
2008Q02,"Q2 2008",258,"French Polynesia",9.39285,,3.15155,,12.22871,,82,
2008Q02,"Q2 2008",262,"Djibouti",-17.73219,,-13.23638,,12.55054,,78,
2008Q02,"Q2 2008",266,"Gabon",0.71706,,1.56945,,10.25425,,93,
2008Q02,"Q2 2008",268,"Georgia",18.43543,,2.92093,,4.87469,,137,
2008Q02,"Q2 2008",270,"Gambia",31.63692,,0,,5.23652,,133,
2008Q02,"Q2 2008",276,"Germany",5.42109,,-0.9209,,82.65687,,4,
2008Q02,"Q2 2008",288,"Ghana",2.22677,,5.51368,,17.71708,,61,
2008Q02,"Q2 2008",292,"Gibraltar",0.04836,,0.04836,,2.67343,,156,
2008Q02,"Q2 2008",300,"Greece",7.51646,,-0.37781,,28.06335,,35,
2008Q02,"Q2 2008",308,"Grenada",-6.6234,,0.00111,,6.38019,,123,
2008Q02,"Q2 2008",312,"Guadeloupe",-2.70974,,-0.06307,,9.34043,,97,
2008Q02,"Q2 2008",316,"Guam",-0.70537,,0.05542,,8.12788,,108,
2008Q02,"Q2 2008",320,"Guatemala",-4.81334,,-3.15392,,17.11472,,62,
2008Q02,"Q2 2008",324,"Guinea",18.67279,,5.36283,,10.92538,,92,
2008Q02,"Q2 2008",328,"Guyana",11.01676,,-0.57236,,8.00003,,111,
2008Q02,"Q2 2008",332,"Haiti",22.50868,,6.05621,,4.39875,,143,
2008Q02,"Q2 2008",340,"Honduras",-7.13568,,-5.24351,,11.22221,,88,
2008Q02,"Q2 2008",344,"China, Hong Kong SAR",4.65469,,-0.81941,,91.96465,,2,
2008Q02,"Q2 2008",352,"Iceland",2.01609,,4.92549,,5.34911,,132,
2008Q02,"Q2 2008",356,"India",4.40154,,1.94898,,44.21401,,19,
2008Q02,"Q2 2008",360,"Indonesia",1.47592,,0.78341,,35.34132,,25,
2008Q02,"Q2 2008",364,"Iran (Islamic Republic of)",-17.54144,,3.52464,,21.06428,,47,
2008Q02,"Q2 2008",368,"Iraq",12.37786,,21.57059,,3.78103,,152,
2008Q02,"Q2 2008",372,"Ireland",-9.75696,,-8.68612,,11.32354,,86,
2008Q02,"Q2 2008",376,"Israel",-5.86228,,-0.17547,,22.1069,,45,
2008Q02,"Q2 2008",380,"Italy",1.21019,,2.28733,,58.4531,,15,
2008Q02,"Q2 2008",384,"Côte d'Ivoire",23.28755,,6.76794,,19.51984,,52,
2008Q02,"Q2 2008",388,"Jamaica",-6.41063,,0.89594,,20.938,,49,
2008Q02,"Q2 2008",392,"Japan",0.56752,,-0.59995,,73.24961,,9,
2008Q02,"Q2 2008",400,"Jordan",-10.44785,,-3.93676,,17.7267,,60,
2008Q02,"Q2 2008",404,"Kenya",-7.31593,,-4.28063,,11.82805,,85,
2008Q02,"Q2 2008",408,"Korea, Dem. People's Rep. of",40.29135,,0,,0.88814,,170,
2008Q02,"Q2 2008",410,"Korea, Republic of",4.04506,,0.82718,,72.68893,,11,
2008Q02,"Q2 2008",414,"Kuwait",5.60954,,3.09507,,11.22249,,87,
2008Q02,"Q2 2008",422,"Lebanon",-18.80155,,-22.1154,,20.5503,,50,
2008Q02,"Q2 2008",428,"Latvia",-6.71692,,4.09882,,6.46132,,122,
2008Q02,"Q2 2008",430,"Liberia",25.85567,,2.15638,,6.90788,,118,
2008Q02,"Q2 2008",434,"Libya",6.65654,,-6.32852,,12.41155,,80,
2008Q02,"Q2 2008",440,"Lithuania",2.86868,,4.11857,,8.09917,,109,
2008Q02,"Q2 2008",450,"Madagascar",5.01526,,1.89251,,9.51917,,96,
2008Q02,"Q2 2008",458,"Malaysia",-0.49157,,-7.62893,,71.70419,,12,
2008Q02,"Q2 2008",462,"Maldives",-24.01087,,-24.01782,,2.81625,,154,
2008Q02,"Q2 2008",470,"Malta",-0.02431,,4.00696,,29.99683,,31,
2008Q02,"Q2 2008",474,"Martinique",-10.50262,,-7.54834,,9.02456,,99,
2008Q02,"Q2 2008",478,"Mauritania",-43.317,,1.63611,,4.74007,,139,
2008Q02,"Q2 2008",480,"Mauritius",4.03724,,-0.61026,,18.55372,,59,
2008Q02,"Q2 2008",484,"Mexico",3.50911,,1.31643,,32.43659,,27,
2008Q02,"Q2 2008",499,"Montenegro",,,0,,1.5442,,165,
2008Q02,"Q2 2008",504,"Morocco",133.85846,,6.18677,,29.86642,,32,
2008Q02,"Q2 2008",508,"Mozambique",-3.94055,,19.95722,,7.80193,,112,
2008Q02,"Q2 2008",512,"Oman",5.80444,,7.1221,,30.68246,,29,
2008Q02,"Q2 2008",516,"Namibia",22.02883,,7.39817,,11.03711,,90,
2008Q02,"Q2 2008",528,"Netherlands",4.6414,,-0.64579,,78.96929,,5,
2008Q02,"Q2 2008",530,"Netherlands Antilles",-4.81086,,-1.36135,,13.89243,,73,
2008Q02,"Q2 2008",533,"Aruba",1.92962,,-2.23955,,7.28105,,115,
2008Q02,"Q2 2008",540,"New Caledonia",2.83412,,-0.90939,,12.31157,,81,
2008Q02,"Q2 2008",548,"Vanuatu",0.05742,,2.52988,,6.18782,,126,
2008Q02,"Q2 2008",554,"New Zealand",-1.90785,,0.95466,,21.87774,,46,
2008Q02,"Q2 2008",558,"Nicaragua",5.35767,,1.1561,,8.63764,,105,
2008Q02,"Q2 2008",566,"Nigeria",13.7586,,3.60169,,19.65431,,51,
2008Q02,"Q2 2008",574,"Norfolk Island",0,,0,,0.55591,,172,
2008Q02,"Q2 2008",579,"Norway",2.41766,,10.69824,,9.61211,,95,
2008Q02,"Q2 2008",580,"Northern Mariana Islands",142.3126,,1.0992,,3.87027,,149,
2008Q02,"Q2 2008",583,"Micronesia (Federated States of)",6.3723,,1.0992,,3.87027,,149,
2008Q02,"Q2 2008",584,"Marshall Islands",-14.81839,,0,,3.97765,,146,
2008Q02,"Q2 2008",585,"Palau",13.41952,,1.11516,,3.81548,,151,
2008Q02,"Q2 2008",586,"Pakistan",0.63744,,2.0207,,26.93031,,36,
2008Q02,"Q2 2008",591,"Panama",6.51821,,1.75253,,30.33119,,30,
2008Q02,"Q2 2008",598,"Papua New Guinea",4.6292,,0.01503,,9.33821,,98,
2008Q02,"Q2 2008",600,"Paraguay",,,0,,0.97745,,169,
2008Q02,"Q2 2008",604,"Peru",6.96862,,8.67989,,18.71927,,57,
2008Q02,"Q2 2008",608,"Philippines",0.21261,,-6.93388,,19.10489,,54,
2008Q02,"Q2 2008",616,"Poland",0.47389,,8.055,,9.84739,,94,
2008Q02,"Q2 2008",620,"Portugal",31.3175,,-0.14078,,36.38485,,22,
2008Q02,"Q2 2008",624,"Guinea-Bissau",14.43086,,0,,4.05765,,145,
2008Q02,"Q2 2008",626,"Timor-Leste",-27.82489,,0,,0.73026,,171,
2008Q02,"Q2 2008",630,"Puerto Rico",-10.64653,,-10.85813,,15.17074,,68,
2008Q02,"Q2 2008",634,"Qatar",6.74411,,5.83943,,8.81822,,100,
2008Q02,"Q2 2008",638,"Réunion",-8.38385,,-2.19801,,13.37495,,77,
2008Q02,"Q2 2008",642,"Romania",5.22108,,-2.38487,,22.24631,,44,
2008Q02,"Q2 2008",643,"Russian Federation",14.89608,,-0.14288,,23.16643,,43,
2008Q02,"Q2 2008",659,"Saint Kitts and Nevis",0.50629,,0.00165,,4.27404,,144,
2008Q02,"Q2 2008",662,"Saint Lucia",-6.0843,,2.29707,,6.64205,,120,
2008Q02,"Q2 2008",670,"Saint Vincent and the Grenadines",-0.94886,,0.00106,,6.64886,,119,
2008Q02,"Q2 2008",678,"Sao Tome and Principe",14.64125,,22.36678,,2.5935,,157,
2008Q02,"Q2 2008",682,"Saudi Arabia",2.1236,,-1.67263,,44.58619,,18,
2008Q02,"Q2 2008",686,"Senegal",5.21983,,14.63977,,18.91149,,56,
2008Q02,"Q2 2008",690,"Seychelles",-5.66506,,-0.06663,,6.17186,,127,
2008Q02,"Q2 2008",694,"Sierra Leone",39.83125,,0.02696,,5.97288,,128,
2008Q02,"Q2 2008",702,"Singapore",6.16723,,1.27735,,87.56684,,3,
2008Q02,"Q2 2008",704,"Viet Nam",11.66279,,2.59043,,24.36563,,41,
2008Q02,"Q2 2008",705,"Slovenia",15.5061,,-0.06262,,17.05857,,63,
2008Q02,"Q2 2008",706,"Somalia",-6.8697,,-6.58935,,3.90029,,147,
2008Q02,"Q2 2008",710,"South Africa",7.42394,,-4.92049,,30.94508,,28,
2008Q02,"Q2 2008",724,"Spain",3.37487,,1.95735,,72.97098,,10,
2008Q02,"Q2 2008",736,"Sudan (...2011)",20.39034,,6.80694,,8.07659,,110,
2008Q02,"Q2 2008",740,"Suriname",5.0769,,-0.60452,,7.572,,113,
2008Q02,"Q2 2008",752,"Sweden",3.08178,,5.29548,,28.49485,,34,
2008Q02,"Q2 2008",760,"Syrian Arab Republic",52.57655,,-8.04921,,14.06169,,72,
2008Q02,"Q2 2008",764,"Thailand",-4.12565,,-3.51942,,35.98333,,23,
2008Q02,"Q2 2008",768,"Togo",-0.69841,,-1.32093,,12.48942,,79,
2008Q02,"Q2 2008",776,"Tonga",-10.06542,,4.67065,,4.72072,,140,
2008Q02,"Q2 2008",780,"Trinidad and Tobago",2.0222,,-1.05013,,16.81345,,64,
2008Q02,"Q2 2008",784,"United Arab Emirates",3.22699,,-0.05175,,51.57678,,16,
2008Q02,"Q2 2008",788,"Tunisia",-7.78569,,-5.92572,,8.7239,,102,
2008Q02,"Q2 2008",792,"Türkiye",7.76088,,-0.45925,,35.90308,,24,
2008Q02,"Q2 2008",796,"Turks and Caicos Islands",-19.14207,,0,,1.09768,,168,
2008Q02,"Q2 2008",798,"Tuvalu",,,,,2.1142,,160,
2008Q02,"Q2 2008",804,"Ukraine",20.94692,,-1.3597,,21.00442,,48,
2008Q02,"Q2 2008",818,"Egypt",9.80766,,2.66535,,47.28983,,17,
2008Q02,"Q2 2008",834,"Tanzania, United Republic of",-12.19583,,-6.79462,,11.16482,,89,
2008Q02,"Q2 2008",842,"United States of America",-3.63076,,1.92793,,75.5568,,8,
2008Q02,"Q2 2008",850,"United States Virgin Islands",-9.43285,,0,,5.22095,,134,
2008Q02,"Q2 2008",858,"Uruguay",-1.09246,,-3.70545,,18.67557,,58,
2008Q02,"Q2 2008",862,"Venezuela (Bolivarian Rep. of)",2.21799,,-1.48909,,23.98395,,42,
2008Q02,"Q2 2008",876,"Wallis and Futuna Islands",17.61383,,17.61383,,2.1142,,160,
2008Q02,"Q2 2008",882,"Samoa",5.66823,,2.24752,,8.71292,,103,
2008Q02,"Q2 2008",887,"Yemen",0.05348,,-3.095,,16.3703,,66,
2008Q02,"Q2 2008",926,"United Kingdom",-1.86494,,-0.49085,,77.30588,,7,
2008Q03,"Q3 2008",008,"Albania",99.48833,,71.67169,,3.23889,,154,
2008Q03,"Q3 2008",012,"Algeria",7.76408,,-7.1656,,10.14562,,92,
2008Q03,"Q3 2008",016,"American Samoa",-13.18291,,-6.13648,,8.12461,,109,
2008Q03,"Q3 2008",024,"Angola",-0.66616,,-8.61911,,12.96966,,78,
2008Q03,"Q3 2008",028,"Antigua and Barbuda",-18.53076,,0,,5.42825,,131,
2008Q03,"Q3 2008",032,"Argentina",7.80026,,0.87337,,26.58393,,37,
2008Q03,"Q3 2008",036,"Australia",7.40261,,1.88743,,29.82141,,33,
2008Q03,"Q3 2008",044,"Bahamas",0.67902,,2.12019,,19.80698,,53,
2008Q03,"Q3 2008",048,"Bahrain",18.05745,,2.70793,,8.72274,,103,
2008Q03,"Q3 2008",050,"Bangladesh",-10.08476,,9.60999,,8.13323,,108,
2008Q03,"Q3 2008",052,"Barbados",-14.78824,,-10.86863,,7.80089,,113,
2008Q03,"Q3 2008",056,"Belgium",3.73752,,-1.41063,,77.20397,,6,
2008Q03,"Q3 2008",060,"Bermuda",-0.81466,,0,,1.61598,,166,
2008Q03,"Q3 2008",076,"Brazil",3.37668,,0.89181,,34.11554,,27,
2008Q03,"Q3 2008",084,"Belize",5.24246,,-44.05405,,2.72525,,158,
2008Q03,"Q3 2008",090,"Solomon Islands",20.89657,,18.8551,,6.73757,,118,
2008Q03,"Q3 2008",092,"British Virgin Islands",-44.7466,,0,,2.48126,,162,
2008Q03,"Q3 2008",096,"Brunei Darussalam",5.46097,,-8.59833,,3.41329,,153,
2008Q03,"Q3 2008",100,"Bulgaria",118.87367,,133.32092,,16.31423,,65,
2008Q03,"Q3 2008",104,"Myanmar",44.44836,,-0.92786,,4.50617,,139,
2008Q03,"Q3 2008",116,"Cambodia",-5.53986,,-31.7425,,4.42475,,143,
2008Q03,"Q3 2008",120,"Cameroon",11.70737,,7.81644,,15.45048,,69,
2008Q03,"Q3 2008",124,"Canada",10.25881,,-4.66694,,35.61656,,24,
2008Q03,"Q3 2008",132,"Cabo Verde",53.57868,,-1.6178,,6.25004,,125,
2008Q03,"Q3 2008",136,"Cayman Islands",-23.65145,,0,,1.74303,,165,
2008Q03,"Q3 2008",144,"Sri Lanka",1.65572,,-4.01098,,40.37528,,20,
2008Q03,"Q3 2008",152,"Chile",9.94095,,0.5503,,19.15696,,56,
2008Q03,"Q3 2008",156,"China",6.02277,,1.61657,,120.44171,,1,
2008Q03,"Q3 2008",158,"China, Taiwan Province of",2.28443,,-0.78429,,58.94275,,14,
2008Q03,"Q3 2008",170,"Colombia",13.77301,,3.56435,,26.85223,,36,
2008Q03,"Q3 2008",174,"Comoros",-68.22836,,0,,1.50913,,167,
2008Q03,"Q3 2008",175,"Mayotte",0,,0,,2.48497,,161,
2008Q03,"Q3 2008",178,"Congo",10.46625,,-0.19118,,13.60819,,76,
2008Q03,"Q3 2008",180,"Congo, Dem. Rep. of the",26.8897,,4.19392,,5.17975,,134,
2008Q03,"Q3 2008",184,"Cook Islands",125.14423,,0,,1.44745,,168,
2008Q03,"Q3 2008",188,"Costa Rica",-9.61746,,-2.1231,,16.43595,,64,
2008Q03,"Q3 2008",191,"Croatia",24.25807,,2.93794,,14.57718,,70,
2008Q03,"Q3 2008",192,"Cuba",-11.00053,,-0.89553,,7.08109,,116,
2008Q03,"Q3 2008",196,"Cyprus",-20.08482,,-5.06771,,13.11713,,77,
2008Q03,"Q3 2008",204,"Benin",1.15178,,-5.54009,,11.30003,,88,
2008Q03,"Q3 2008",208,"Denmark",19.30161,,1.98536,,25.91964,,38,
2008Q03,"Q3 2008",212,"Dominica",-17.91155,,0,,3.8819,,151,
2008Q03,"Q3 2008",214,"Dominican Republic",-5.94416,,-3.34843,,23.665,,40,
2008Q03,"Q3 2008",218,"Ecuador",10.27174,,9.13641,,16.81451,,62,
2008Q03,"Q3 2008",222,"El Salvador",3.04933,,1.20399,,8.59325,,105,
2008Q03,"Q3 2008",226,"Equatorial Guinea",0.79869,,-0.02266,,4.97564,,136,
2008Q03,"Q3 2008",232,"Eritrea",-45.50009,,0,,2.7661,,157,
2008Q03,"Q3 2008",233,"Estonia",9.44195,,10.0456,,6.9724,,117,
2008Q03,"Q3 2008",234,"Faroe Islands",2.30662,,0,,4.45614,,142,
2008Q03,"Q3 2008",242,"Fiji",3.99443,,13.92684,,13.71497,,73,
2008Q03,"Q3 2008",246,"Finland",6.32886,,0.7621,,13.64168,,75,
2008Q03,"Q3 2008",251,"France",-2.35551,,-3.0187,,57.31732,,15,
2008Q03,"Q3 2008",254,"French Guiana",-17.48106,,0.0516,,5.54479,,130,
2008Q03,"Q3 2008",258,"French Polynesia",-3.45036,,-4.26916,,11.70664,,86,
2008Q03,"Q3 2008",262,"Djibouti",-20.79391,,-2.74767,,12.20569,,83,
2008Q03,"Q3 2008",266,"Gabon",20.19076,,11.42607,,11.42591,,87,
2008Q03,"Q3 2008",268,"Georgia",27.30586,,2.60913,,5.00188,,135,
2008Q03,"Q3 2008",270,"Gambia",-11.32599,,-5.42684,,4.95235,,137,
2008Q03,"Q3 2008",276,"Germany",3.94967,,-0.56967,,82.18599,,4,
2008Q03,"Q3 2008",288,"Ghana",17.02422,,10.25684,,19.53429,,54,
2008Q03,"Q3 2008",292,"Gibraltar",0.04836,,0,,2.67343,,159,
2008Q03,"Q3 2008",296,"Kiribati",,,,,2.79713,,156,
2008Q03,"Q3 2008",300,"Greece",-18.23139,,-10.57381,,25.09599,,39,
2008Q03,"Q3 2008",308,"Grenada",-6.00702,,0.6601,,6.4223,,124,
2008Q03,"Q3 2008",312,"Guadeloupe",-4.24987,,-1.56356,,9.19439,,100,
2008Q03,"Q3 2008",316,"Guam",14.43405,,15.27005,,9.36901,,98,
2008Q03,"Q3 2008",320,"Guatemala",-9.76095,,-0.81983,,16.97441,,61,
2008Q03,"Q3 2008",324,"Guinea",29.29017,,9.17393,,11.92766,,84,
2008Q03,"Q3 2008",328,"Guyana",9.25843,,-1.52251,,7.87823,,111,
2008Q03,"Q3 2008",332,"Haiti",31.4808,,-0.68894,,4.36844,,144,
2008Q03,"Q3 2008",340,"Honduras",-17.81875,,-5.08629,,10.65142,,91,
2008Q03,"Q3 2008",344,"China, Hong Kong SAR",1.68771,,-0.68798,,91.33195,,2,
2008Q03,"Q3 2008",352,"Iceland",0.18476,,-1.75428,,5.25527,,132,
2008Q03,"Q3 2008",356,"India",8.16136,,5.9434,,46.84183,,17,
2008Q03,"Q3 2008",360,"Indonesia",6.01927,,0.35629,,35.46724,,25,
2008Q03,"Q3 2008",364,"Iran (Islamic Republic of)",-11.85934,,5.50213,,22.22327,,44,
2008Q03,"Q3 2008",368,"Iraq",32.53239,,17.93461,,4.45914,,141,
2008Q03,"Q3 2008",372,"Ireland",-22.3623,,-12.50301,,9.90776,,93,
2008Q03,"Q3 2008",376,"Israel",-6.70761,,-1.16404,,21.84957,,45,
2008Q03,"Q3 2008",380,"Italy",1.80134,,1.01075,,59.04392,,13,
2008Q03,"Q3 2008",384,"Côte d'Ivoire",29.28852,,3.54803,,20.21241,,51,
2008Q03,"Q3 2008",388,"Jamaica",-3.45623,,0.1797,,20.97563,,48,
2008Q03,"Q3 2008",392,"Japan",1.08675,,0.22464,,73.41416,,10,
2008Q03,"Q3 2008",400,"Jordan",-12.43628,,-3.50039,,17.1062,,60,
2008Q03,"Q3 2008",404,"Kenya",-4.38124,,4.13982,,12.31771,,82,
2008Q03,"Q3 2008",408,"Korea, Dem. People's Rep. of",40.29135,,0,,0.88814,,171,
2008Q03,"Q3 2008",410,"Korea, Republic of",2.44315,,0.60639,,73.1297,,11,
2008Q03,"Q3 2008",414,"Kuwait",11.43676,,6.04766,,11.90119,,85,
2008Q03,"Q3 2008",422,"Lebanon",-8.84651,,13.40792,,23.30566,,43,
2008Q03,"Q3 2008",428,"Latvia",-2.52575,,4.17604,,6.73115,,119,
2008Q03,"Q3 2008",430,"Liberia",22.34833,,-2.78436,,6.71554,,120,
2008Q03,"Q3 2008",434,"Libya",-31.39457,,-36.98539,,7.82109,,112,
2008Q03,"Q3 2008",440,"Lithuania",11.01699,,2.06353,,8.2663,,107,
2008Q03,"Q3 2008",450,"Madagascar",6.33167,,-0.00172,,9.519,,97,
2008Q03,"Q3 2008",458,"Malaysia",7.16482,,8.04335,,77.47161,,5,
2008Q03,"Q3 2008",462,"Maldives",-24.01087,,0,,2.81625,,155,
2008Q03,"Q3 2008",470,"Malta",6.51633,,6.77885,,32.03027,,30,
2008Q03,"Q3 2008",474,"Martinique",-14.16385,,-1.62832,,8.87761,,101,
2008Q03,"Q3 2008",478,"Mauritania",13.24672,,25.64823,,5.95581,,129,
2008Q03,"Q3 2008",480,"Mauritius",-9.01725,,-4.27227,,17.76105,,58,
2008Q03,"Q3 2008",484,"Mexico",5.68667,,1.4052,,32.89239,,29,
2008Q03,"Q3 2008",499,"Montenegro",,,127.08643,,3.50667,,152,
2008Q03,"Q3 2008",504,"Morocco",170.21656,,27.46975,,38.07066,,21,
2008Q03,"Q3 2008",508,"Mozambique",-4.14266,,-0.01656,,7.80064,,114,
2008Q03,"Q3 2008",512,"Oman",15.85868,,9.70323,,33.65965,,28,
2008Q03,"Q3 2008",516,"Namibia",25.24754,,0.02646,,11.04003,,89,
2008Q03,"Q3 2008",528,"Netherlands",0.54779,,-2.57922,,76.9325,,7,
2008Q03,"Q3 2008",530,"Netherlands Antilles",-14.1653,,-7.28137,,12.88087,,79,
2008Q03,"Q3 2008",533,"Aruba",-16.68245,,-15.23201,,6.172,,127,
2008Q03,"Q3 2008",540,"New Caledonia",-1.93927,,3.91003,,12.79296,,80,
2008Q03,"Q3 2008",548,"Vanuatu",8.28439,,8.22225,,6.6966,,121,
2008Q03,"Q3 2008",554,"New Zealand",-5.66821,,-6.19971,,20.52138,,49,
2008Q03,"Q3 2008",558,"Nicaragua",2.90651,,1.15461,,8.73737,,102,
2008Q03,"Q3 2008",566,"Nigeria",18.28956,,3.1005,,20.26369,,50,
2008Q03,"Q3 2008",574,"Norfolk Island",0,,0,,0.55591,,173,
2008Q03,"Q3 2008",579,"Norway",-3.25363,,1.94773,,9.79933,,94,
2008Q03,"Q3 2008",580,"Northern Mariana Islands",149.15854,,2.82525,,3.97962,,147,
2008Q03,"Q3 2008",583,"Micronesia (Federated States of)",9.37758,,2.82525,,3.97962,,147,
2008Q03,"Q3 2008",584,"Marshall Islands",-3.92286,,12.79094,,4.48643,,140,
2008Q03,"Q3 2008",585,"Palau",16.66992,,2.86582,,3.92482,,149,
2008Q03,"Q3 2008",586,"Pakistan",3.95107,,3.25292,,27.80633,,35,
2008Q03,"Q3 2008",591,"Panama",7.74621,,2.43421,,31.06952,,32,
2008Q03,"Q3 2008",598,"Papua New Guinea",1.99818,,-0.12332,,9.32669,,99,
2008Q03,"Q3 2008",600,"Paraguay",,,0,,0.97745,,170,
2008Q03,"Q3 2008",604,"Peru",-0.14765,,-6.70658,,17.46385,,59,
2008Q03,"Q3 2008",608,"Philippines",-7.15927,,-3.54017,,18.42854,,57,
2008Q03,"Q3 2008",616,"Poland",-8.88787,,-0.62681,,9.78566,,95,
2008Q03,"Q3 2008",620,"Portugal",35.59251,,-1.40807,,35.87252,,22,
2008Q03,"Q3 2008",624,"Guinea-Bissau",2.03178,,0.9508,,4.09623,,146,
2008Q03,"Q3 2008",626,"Timor-Leste",-27.82489,,0,,0.73026,,172,
2008Q03,"Q3 2008",630,"Puerto Rico",-21.90401,,-9.75272,,13.69118,,74,
2008Q03,"Q3 2008",634,"Qatar",17.76395,,10.3236,,9.72858,,96,
2008Q03,"Q3 2008",638,"Réunion",4.27925,,5.27897,,14.08101,,71,
2008Q03,"Q3 2008",642,"Romania",-0.66566,,-2.05341,,21.7895,,46,
2008Q03,"Q3 2008",643,"Russian Federation",3.36555,,-6.18479,,21.73363,,47,
2008Q03,"Q3 2008",659,"Saint Kitts and Nevis",-8.33194,,0,,4.27404,,145,
2008Q03,"Q3 2008",662,"Saint Lucia",-5.54194,,0.5775,,6.68041,,122,
2008Q03,"Q3 2008",670,"Saint Vincent and the Grenadines",3.17888,,0.01172,,6.64964,,123,
2008Q03,"Q3 2008",678,"Sao Tome and Principe",-4.89289,,0,,2.5935,,160,
2008Q03,"Q3 2008",682,"Saudi Arabia",-0.75908,,-1.30851,,44.00278,,19,
2008Q03,"Q3 2008",686,"Senegal",-6.80953,,-16.28975,,15.83085,,66,
2008Q03,"Q3 2008",690,"Seychelles",-1.95867,,0.16481,,6.18203,,126,
2008Q03,"Q3 2008",694,"Sierra Leone",44.48132,,3.32882,,6.17171,,128,
2008Q03,"Q3 2008",702,"Singapore",4.23439,,-0.02086,,87.54857,,3,
2008Q03,"Q3 2008",704,"Viet Nam",7.10025,,-3.16571,,23.59429,,41,
2008Q03,"Q3 2008",705,"Slovenia",19.42013,,-2.58177,,16.61816,,63,
2008Q03,"Q3 2008",706,"Somalia",-6.58935,,0,,3.90029,,150,
2008Q03,"Q3 2008",710,"South Africa",-4.43921,,1.64458,,31.45399,,31,
2008Q03,"Q3 2008",724,"Spain",1.67939,,-1.36265,,71.97664,,12,
